image-id,prediction
1279,Robert Gates
1280,Silvio Berlusconi
1281,George Clooney
1282,Harrison Ford
1283,Charlize Theron
1284,Shakira
1285,Tom Cruise
1286,Charlize Theron
1287,Orlando Bloom
1288,Tom Cruise
1289,Daniel Radcliffe
1290,Kate Winslet
1291,Angelina Jolie
1292,John Travolta
1293,Kate Winslet
1294,Charlize Theron
1295,Gwyneth Paltrow
1296,Cameron Diaz
1297,Miley Cyrus
1298,Robert Gates
1299,Scarlett Johansson
1300,Hugh Laurie
1301,Meg Ryan
1302,Leonardo DiCaprio
1303,Dustin Hoffman
1304,Hugh Laurie
1305,Adam Sandler
1306,Denise Richards
1307,Steve Carell
1308,Daniel Craig
1309,Keira Knightley
1310,Kate Winslet
1311,Daniel Craig
1312,Adam Sandler
1313,Gordon Brown
1314,Keira Knightley
1315,Scarlett Johansson
1316,David Beckham
1317,Anna Kournikova
1318,Jennifer Love Hewitt
1319,Angelina Jolie
1320,Gordon Brown
1321,Gordon Brown
1322,Lindsay Lohan
1323,Gwyneth Paltrow
1324,Steve Carell
1325,Viggo Mortensen
1326,Avril Lavigne
1327,Kiefer Sutherland
1328,Orlando Bloom
1329,Martha Stewart
1330,Anna Kournikova
1331,Sharon Stone
1332,Leonardo DiCaprio
1333,Will Smith
1334,Dustin Hoffman
1335,Hugh Laurie
1336,Avril Lavigne
1337,Matt Damon
1338,Jessica Simpson
1339,Eva Mendes
1340,Jessica Simpson
1341,Cristiano Ronaldo
1342,Keira Knightley
1343,Michael Bloomberg
1344,Gordon Brown
1345,John Travolta
1346,Viggo Mortensen
1347,Kate Winslet
1348,Keira Knightley
1349,Meg Ryan
1350,Jennifer Aniston
1351,Matt Damon
1352,Cristiano Ronaldo
1353,Miley Cyrus
1354,Charlize Theron
1355,Angelina Jolie
1356,Ricky Martin
1357,Ashton Kutcher
1358,Scarlett Johansson
1359,Orlando Bloom
1360,Scarlett Johansson
1361,Hugh Laurie
1362,Hugh Laurie
1363,Cameron Diaz
1364,Orlando Bloom
1365,Shakira
1366,Harrison Ford
1367,Reese Witherspoon
1368,Jennifer Lopez
1369,Eva Mendes
1370,Meryl Streep
1371,Leonardo DiCaprio
1372,Uma Thurman
1373,George Clooney
1374,Jessica Simpson
1375,Steve Carell
1376,Julia Roberts
1377,Morgan Freeman
1378,Jessica Alba
1379,Robert Gates
1380,Robert Gates
1381,Eva Mendes
1382,John Travolta
1383,Kate Winslet
1384,Cristiano Ronaldo
1385,Shakira
1386,Scarlett Johansson
1387,Jessica Simpson
1388,Avril Lavigne
1389,Uma Thurman
1390,Jennifer Aniston
1391,George Clooney
1392,Katherine Heigl
1393,Viggo Mortensen
1394,Adam Sandler
1395,Daniel Radcliffe
1396,Hugh Jackman
1397,Ben Affleck
1398,Sania Mirza
1399,Barack Obama
1400,Morgan Freeman
1401,Julia Stiles
1402,Jennifer Aniston
1403,Ehud Olmert
1404,Sharon Stone
1405,Jennifer Love Hewitt
1406,Cate Blanchett
1407,David Beckham
1408,Shakira
1409,Jennifer Lopez
1410,David Beckham
1411,Avril Lavigne
1412,Mariah Carey
1413,Robert Gates
1414,Jessica Simpson
1415,Charlize Theron
1416,George Clooney
1417,Michael Bloomberg
1418,Jennifer Aniston
1419,George Clooney
1420,Claudia Schiffer
1421,Renee Zellweger
1422,Hugh Laurie
1423,Miley Cyrus
1424,Halle Berry
1425,Miley Cyrus
1426,Mickey Rourke
1427,Jessica Alba
1428,Daniel Craig
1429,Scarlett Johansson
1430,Ashton Kutcher
1431,Gordon Brown
1432,Eva Mendes
1433,Ashton Kutcher
1434,Martha Stewart
1435,Ashton Kutcher
1436,Tom Cruise
1437,Harrison Ford
1438,Will Smith
1439,Beyonce Knowles
1440,Ashton Kutcher
1441,Scarlett Johansson
1442,Avril Lavigne
1443,Daniel Radcliffe
1444,Will Smith
1445,Brad Pitt
1446,Uma Thurman
1447,Jessica Alba
1448,Miley Cyrus
1449,Orlando Bloom
1450,Sharon Stone
1451,Charlize Theron
1452,George Clooney
1453,Avril Lavigne
1454,Silvio Berlusconi
1455,Keira Knightley
1456,Viggo Mortensen
1457,Martha Stewart
1458,Cate Blanchett
1459,Meg Ryan
1460,Silvio Berlusconi
1461,Victoria Beckham
1462,Miley Cyrus
1463,Zac Efron
1464,Viggo Mortensen
1465,Silvio Berlusconi
1466,Sania Mirza
1467,Tom Cruise
1468,Jessica Simpson
1469,Harrison Ford
1470,Daniel Radcliffe
1471,Will Smith
1472,Daniel Craig
1473,Stephen Colbert
1474,Cameron Diaz
1475,Hugh Laurie
1476,Lindsay Lohan
1477,Miley Cyrus
1478,Leonardo DiCaprio
1479,Leonardo DiCaprio
1480,Colin Powell
1481,Ehud Olmert
1482,Cate Blanchett
1483,Martha Stewart
1484,Shakira
1485,Avril Lavigne
1486,Jennifer Aniston
1487,Stephen Colbert
1488,Charlize Theron
1489,Robert Gates
1490,Avril Lavigne
1491,Ben Affleck
1492,Leonardo DiCaprio
1493,Jennifer Lopez
1494,Matt Damon
1495,Zac Efron
1496,Julia Stiles
1497,Nicole Kidman
1498,Ricky Martin
1499,Scarlett Johansson
1500,Brad Pitt
1501,Cate Blanchett
1502,Renee Zellweger
1503,Uma Thurman
1504,Hugh Jackman
1505,Lindsay Lohan
1506,Nicole Kidman
1507,George Clooney
1508,Robert Gates
1509,Scarlett Johansson
1510,Jennifer Lopez
1511,Miley Cyrus
1512,Jessica Simpson
1513,Viggo Mortensen
1514,Halle Berry
1515,George Clooney
1516,Martha Stewart
1517,Miley Cyrus
1518,Reese Witherspoon
1519,Reese Witherspoon
1520,Leonardo DiCaprio
1521,David Beckham
1522,Claudia Schiffer
1523,Will Smith
1524,Orlando Bloom
1525,Julia Roberts
1526,Alec Baldwin
1527,George Clooney
1528,Kate Winslet
1529,Martha Stewart
1530,Jessica Alba
1531,Avril Lavigne
1532,Ricky Martin
1533,Cristiano Ronaldo
1534,Christina Ricci
1535,Harrison Ford
1536,Adam Sandler
1537,Angelina Jolie
1538,Kate Moss
1539,Victoria Beckham
1540,Scarlett Johansson
1541,Hugh Laurie
1542,Silvio Berlusconi
1543,Orlando Bloom
1544,Silvio Berlusconi
1545,Victoria Beckham
1546,Cameron Diaz
1547,Kiefer Sutherland
1548,Steve Carell
1549,Shakira
1550,Daniel Craig
1551,Avril Lavigne
1552,Sharon Stone
1553,Sharon Stone
1554,Shakira
1555,Kiefer Sutherland
1556,Renee Zellweger
1557,Cristiano Ronaldo
1558,Daniel Radcliffe
1559,Ashton Kutcher
1560,Matt Damon
1561,Scarlett Johansson
1562,Cristiano Ronaldo
1563,Michael Bloomberg
1564,Eva Mendes
1565,Meg Ryan
1566,Reese Witherspoon
1567,Julia Stiles
1568,Hugh Jackman
1569,Miley Cyrus
1570,Meg Ryan
1571,Gwyneth Paltrow
1572,Keira Knightley
1573,Avril Lavigne
1574,Clive Owen
1575,Scarlett Johansson
1576,Eva Mendes
1577,George Clooney
1578,Silvio Berlusconi
1579,Ehud Olmert
1580,Barack Obama
1581,Brad Pitt
1582,Michael Bloomberg
1583,Avril Lavigne
1584,George Clooney
1585,Jessica Simpson
1586,Brad Pitt
1587,Jessica Simpson
1588,Reese Witherspoon
1589,Orlando Bloom
1590,David Beckham
1591,Cameron Diaz
1592,Charlize Theron
1593,Sharon Stone
1594,Lindsay Lohan
1595,Meg Ryan
1596,Jessica Simpson
1597,Reese Witherspoon
1598,David Beckham
1599,Gwyneth Paltrow
1600,Avril Lavigne
1601,Colin Farrell
1602,Shakira
1603,George Clooney
1604,Jessica Alba
1605,Ben Affleck
1606,Keira Knightley
1607,Leonardo DiCaprio
1608,Robert Gates
1609,David Beckham
1610,Hugh Jackman
1611,Julia Stiles
1612,Jessica Simpson
1613,Silvio Berlusconi
1614,John Travolta
1615,Kate Winslet
1616,Shahrukh Khan
1617,Ricky Martin
1618,Orlando Bloom
1619,Martha Stewart
1620,Silvio Berlusconi
1621,George Clooney
1622,Gwyneth Paltrow
1623,Gwyneth Paltrow
1624,Ehud Olmert
1625,Brad Pitt
1626,Miley Cyrus
1627,Jennifer Aniston
1628,Adam Sandler
1629,Orlando Bloom
1630,Beyonce Knowles
1631,Eva Mendes
1632,Eva Mendes
1633,George Clooney
1634,Cameron Diaz
1635,Jessica Simpson
1636,Keira Knightley
1637,Cate Blanchett
1638,Mickey Rourke
1639,Cate Blanchett
1640,Shakira
1641,Silvio Berlusconi
1642,Leonardo DiCaprio
1643,Miley Cyrus
1644,David Beckham
1645,Jessica Alba
1646,Joaquin Phoenix
1647,Shakira
1648,Brad Pitt
1649,Orlando Bloom
1650,Will Smith
1651,Alec Baldwin
1652,Colin Powell
1653,Ricky Martin
1654,Cameron Diaz
1655,Alec Baldwin
1656,Stephen Colbert
1657,Scarlett Johansson
1658,Shakira
1659,Gwyneth Paltrow
1660,George Clooney
